doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str
lk_police_press_releases	2026-01-16-2026-01-16-19-15	2026-01-16 19:15	2026-01-16	2026-01-16 19:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1915-_compressed.pdf	2026-01-16 19:15
lk_police_press_releases	2026-01-16-2026-01-16-14-05	2026-01-16 14:05	2026-01-16	2026-01-16 14:05	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1405-_compressed.pdf	2026-01-16 14:05
lk_police_press_releases	2026-01-16-2026-01-16-12-50	2026-01-16 12:50	2026-01-16	2026-01-16 12:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1250-_compressed.pdf	2026-01-16 12:50
lk_police_press_releases	2026-01-16-2026-01-16-12-10	2026-01-16 12:10	2026-01-16	2026-01-16 12:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1210-_compressed.pdf	2026-01-16 12:10
lk_police_press_releases	2026-01-16-2026-01-16-11-15	2026-01-16 11:15	2026-01-16	2026-01-16 11:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1120-_compressed.pdf	2026-01-16 11:15
lk_police_press_releases	2026-01-15-2026-01-15-12-50	2026-01-15 12:50	2026-01-15	2026-01-15 12:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1250-_compressed.pdf	2026-01-15 12:50
lk_police_press_releases	2026-01-15-2026-01-15-12-10	2026-01-15 12:10	2026-01-15	2026-01-15 12:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1210-_compressed.pdf	2026-01-15 12:10
lk_police_press_releases	2026-01-15-2026-01-15-11-15	2026-01-15 11:15	2026-01-15	2026-01-15 11:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.16-at-1120-_compressed.pdf	2026-01-15 11:15
lk_police_press_releases	2026-01-15-2026-01-15-06-00	2026-01-15 06:00	2026-01-15	2026-01-15 06:00	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.15-at-0600-_compressed.pdf	2026-01-15 06:00
lk_police_press_releases	2026-01-14-2026-01-14-17-50	2026-01-14 17:50	2026-01-14	2026-01-14 17:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.14-at-1750-_compressed.pdf	2026-01-14 17:50
lk_police_press_releases	2026-01-14-2026-01-14-05-45	2026-01-14 05:45	2026-01-14	2026-01-14 05:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.14-at-0545.pdf	2026-01-14 05:45
lk_police_press_releases	2026-01-13-2026-01-13-11-35	2026-01-13 11:35	2026-01-13	2026-01-13 11:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.11-at-0530-_compressed.pdf	2026-01-13 11:35
lk_police_press_releases	2026-01-13-2026-01-13-05-45	2026-01-13 05:45	2026-01-13	2026-01-13 05:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.11-at-0530-_compressed.pdf	2026-01-13 05:45
lk_police_press_releases	2026-01-11-2026-01-11-05-30	2026-01-11 05:30	2026-01-11	2026-01-11 05:30	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.11-at-0530-_compressed.pdf	2026-01-11 05:30
lk_police_press_releases	2026-01-10-2026-01-10-06-55	2026-01-10 06:55	2026-01-10	2026-01-10 06:55	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.10-at-0655-.pdf	2026-01-10 06:55
lk_police_press_releases	2026-01-10-2026-01-10-05-35	2026-01-10 05:35	2026-01-10	2026-01-10 05:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.10-at-0535-_compressed.pdf	2026-01-10 05:35
lk_police_press_releases	2026-01-09-2026-01-09-23-45	2026-01-09 23:45	2026-01-09	2026-01-09 23:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.09-2345-_compressed.pdf	2026-01-09 23:45
lk_police_press_releases	2026-01-09-2026-01-09-07-15	2026-01-09 07:15	2026-01-09	2026-01-09 07:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.09-at-0715-_compressed.pdf	2026-01-09 07:15
lk_police_press_releases	2026-01-07-2026-01-07-08-30	2026-01-07 08:30	2026-01-07	2026-01-07 08:30	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.07-at-0830-_compressed.pdf	2026-01-07 08:30
lk_police_press_releases	2026-01-07-2026-01-07-05-25	2026-01-07 05:25	2026-01-07	2026-01-07 05:25	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.07-at-0525-_compressed.pdf	2026-01-07 05:25
lk_police_press_releases	2026-01-06-2026-01-06-23-35	2026-01-06 23:35	2026-01-06	2026-01-06 23:35	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-2335-_compressed.pdf	2026-01-06 23:35
lk_police_press_releases	2026-01-06-2026-01-06-22-25	2026-01-06 22:25	2026-01-06	2026-01-06 22:25	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-2225-_compressed.pdf	2026-01-06 22:25
lk_police_press_releases	2026-01-06-2026-01-06-20-00	2026-01-06 20:00	2026-01-06	2026-01-06 20:00	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-2000-_compressed.pdf	2026-01-06 20:00
lk_police_press_releases	2026-01-06-2026-01-06-15-20	2026-01-06 15:20	2026-01-06	2026-01-06 15:20	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-1520_compressed.pdf	2026-01-06 15:20
lk_police_press_releases	2026-01-06-2026-01-06-07-15	2026-01-06 07:15	2026-01-06	2026-01-06 07:15	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-0715-_compressed.pdf	2026-01-06 07:15
lk_police_press_releases	2026-01-06-2026-01-06-05-50	2026-01-06 05:50	2026-01-06	2026-01-06 05:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.06-at-0550_compressed.pdf	2026-01-06 05:50
lk_police_press_releases	2026-01-05-2026-01-05-15-30	2026-01-05 15:30	2026-01-05	2026-01-05 15:30	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.05-at-1530_compressed.pdf	2026-01-05 15:30
lk_police_press_releases	2026-01-04-2026-01-04-16-50	2026-01-04 16:50	2026-01-04	2026-01-04 16:50	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.04-at-1650-_compressed.pdf	2026-01-04 16:50
lk_police_press_releases	2026-01-03-2026-01-03-05-55	2026-01-03 05:55	2026-01-03	2026-01-03 05:55	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.03-at-0555-_compressed.pdf	2026-01-03 05:55
lk_police_press_releases	2026-01-02-2026-01-02-05-45	2026-01-02 05:45	2026-01-02	2026-01-02 05:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.02-at-0545_compressed.pdf	2026-01-02 05:45
lk_police_press_releases	2026-01-01-2026-01-01-19-10	2026-01-01 19:10	2026-01-01	2026-01-01 19:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.31-at-1910-_compressed.pdf	2026-01-01 19:10
lk_police_press_releases	2026-01-01-2026-01-01-09-10	2026-01-01 09:10	2026-01-01	2026-01-01 09:10	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.31-at-1910-_compressed.pdf	2026-01-01 09:10
lk_police_press_releases	2026-01-01-2026-01-01-08-25	2026-01-01 08:25	2026-01-01	2026-01-01 08:25	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.01-at-0825_compressed.pdf	2026-01-01 08:25
lk_police_press_releases	2026-01-01-2026-01-01-08-00	2026-01-01 08:00	2026-01-01	2026-01-01 08:00	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.01-at-0800-_compressed.pdf	2026-01-01 08:00
lk_police_press_releases	2026-01-01-2026-01-01-05-45	2026-01-01 05:45	2026-01-01	2026-01-01 05:45	https://www.police.lk/?p=18603	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2026.01.01-at-0545.pdf	2026-01-01 05:45
lk_police_press_releases	2025-12-31-2025-12-31-06-10	2025-12-31 06:10	2025-12-31	2025-12-31 06:10	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.31-at-0610-_compressed.pdf	2025-12-31 06:10
lk_police_press_releases	2025-12-31-2025-12-31-05-40	2025-12-31 05:40	2025-12-31	2025-12-31 05:40	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.31-at-0540-_compressed.pdf	2025-12-31 05:40
lk_police_press_releases	2025-12-30-2025-12-30-07-45	2025-12-30 07:45	2025-12-30	2025-12-30 07:45	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Media-on-2025.12.30-at-0745-_compressed.pdf	2025-12-30 07:45
lk_police_press_releases	2025-12-30-2025-12-30-06-15	2025-12-30 06:15	2025-12-30	2025-12-30 06:15	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Media-on-2025.12.30-at-0615_compressed.pdf	2025-12-30 06:15
lk_police_press_releases	2025-12-30-2025-12-30-05-40	2025-12-30 05:40	2025-12-30	2025-12-30 05:40	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Media-on-2025.12.30-at-0540_compressed.pdf	2025-12-30 05:40
lk_police_press_releases	2025-12-29-2025-12-29-05-40	2025-12-29 05:40	2025-12-29	2025-12-29 05:40	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.29-at-0545-_compressed.pdf	2025-12-29 05:40
lk_police_press_releases	2025-12-28-2025-12-28-05-30	2025-12-28 05:30	2025-12-28	2025-12-28 05:30	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2026/01/Media-on-2025.12.28-at-0530-_compressed.pdf	2025-12-28 05:30
lk_police_press_releases	2025-12-27-2025-12-27-16-50	2025-12-27 16:50	2025-12-27	2025-12-27 16:50	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.27-at-1650-_compressed.pdf	2025-12-27 16:50
lk_police_press_releases	2025-12-27-2025-12-27-11-50	2025-12-27 11:50	2025-12-27	2025-12-27 11:50	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.27-at-1150-_compressed.pdf	2025-12-27 11:50
lk_police_press_releases	2025-12-27-2025-12-27-07-05	2025-12-27 07:05	2025-12-27	2025-12-27 07:05	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.27-at-0705-_compressed.pdf	2025-12-27 07:05
lk_police_press_releases	2025-12-26-2025-12-26-19-10	2025-12-26 19:10	2025-12-26	2025-12-26 19:10	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.26-at-1910-_compressed.pdf	2025-12-26 19:10
lk_police_press_releases	2025-12-25-2025-12-25-06-00	2025-12-25 06:00	2025-12-25	2025-12-25 06:00	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.25-at-0600-_compressed.pdf	2025-12-25 06:00
lk_police_press_releases	2025-12-24-2025-12-24-23-45	2025-12-24 23:45	2025-12-24	2025-12-24 23:45	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.24-at-2345-_compressed.pdf	2025-12-24 23:45
lk_police_press_releases	2025-12-24-2025-12-24-05-45	2025-12-24 05:45	2025-12-24	2025-12-24 05:45	https://www.police.lk/?p=18409	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.24-at-0545_compressed.pdf	2025-12-24 05:45
lk_police_press_releases	2025-12-23-2025-12-23-23-20	2025-12-23 23:20	2025-12-23	2025-12-23 23:20	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.23-at-2320-_compressed.pdf	2025-12-23 23:20
lk_police_press_releases	2025-12-23-2025-12-23-23-05	2025-12-23 23:05	2025-12-23	2025-12-23 23:05	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.23-at-2305_compressed.pdf	2025-12-23 23:05
lk_police_press_releases	2025-12-23-2025-12-23-16-45	2025-12-23 16:45	2025-12-23	2025-12-23 16:45	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Media-on-2025.12.23-at-1645-_compressed.pdf	2025-12-23 16:45
lk_police_press_releases	2025-12-23-2025-12-23-15-15	2025-12-23 15:15	2025-12-23	2025-12-23 15:15	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.23-at-1515-_compressed.pdf	2025-12-23 15:15
lk_police_press_releases	2025-12-23-2025-12-23-08-30	2025-12-23 08:30	2025-12-23	2025-12-23 08:30	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Meda-on-2025.12.23-at-0830-_compressed.pdf	2025-12-23 08:30
lk_police_press_releases	2025-12-22-2025-12-22-13-55	2025-12-22 13:55	2025-12-22	2025-12-22 13:55	https://www.police.lk/?p=17288	si	https://www.police.lk/wp-content/uploads/2025/12/Media-on-2025.12.22-at-1355-_compressed.pdf	2025-12-22 13:55
